Description,GeoName,Unit,,,,,,,,,,,,,,,,,,,,,,,,,,0
Other services (except government and government enterprises),Maryland,Millions of current dollars,4477.6,4999.5,5323.5,5780.2,5573,5951.5,6122.4,6421.9,6718.3,7052.3,7197.7,7262.1,7251.1,7329.4,7467.9,7750.8,7854.7,8270,8537.1,8705.9,8954.9,9406.9,9623.9,8903,9722.1,
Government and government enterprises,Maryland,Millions of current dollars,32868.9,34684.6,36129.7,38115.3,40042.5,43836.5,46080.2,48238.9,51281.7,54197.3,57056,60053.9,62768.1,66252.7,69286.1,69967.5,71513.1,73954.9,76443.4,78035.8,80434,82553.7,84578,88779.3,92756.6,
Federal civilian,Maryland,Millions of current dollars,14458.5,15207.6,15805.2,16733,17480.1,19605.8,20742.8,21961.7,23481,24563.9,26012.4,27441.2,29193.2,31371.1,33675.2,33917.9,33879.3,35222.3,36481,37919,39349.8,41120.1,42847.5,45086.9,47466.4,
Military,Maryland,Millions of current dollars,4429.7,4442.5,4496.7,4551.2,4725.4,5181.3,5718.4,6044.4,6442.9,6803.5,6945.5,7251.3,7440,7779.3,8328.7,8886,8997.3,9184.3,9489.2,9871.6,9994.6,9636.8,9685.4,9928.7,10558.1,
State and local,Maryland,Millions of current dollars,13980.6,15034.6,15827.8,16831.1,17836.9,19049.5,19618.9,20232.8,21357.8,22829.9,24098.1,25361.4,26134.9,27102.3,27282.2,27163.5,28636.5,29548.4,30473.3,30245.2,31089.6,31796.7,32045.1,33763.7,34732.1,
Natural resources and mining,Maryland,Millions of current dollars,749.9,776.5,772.1,865.4,898.7,734.9,827.5,1130.1,1093,1145.2,1177.2,1204.3,1030.1,1183.1,1260.4,1330.5,1489,1338.4,1190.3,1084.9,1299.3,1141.0,1238.4,936,1396.0,
Trade,Maryland,Millions of current dollars,19840.5,21200.7,22055.8,23416,24275.1,24771.7,25999.6,27214.2,29208,29999.7,30132.4,29867.3,28506,30131.3,30954.3,32407.4,33139.9,33950.4,35578.7,36072.7,36863,37821.8,39201,38404.4,44052.0,
Transportation and utilities,Maryland,Millions of current dollars,6717.8,6743.3,7292.4,7577.6,7647.2,7539.3,7912.1,9049,9269,10246.8,11084.9,11151.6,11596.1,13183.2,13382.5,12826.4,12887.7,13662,14837.7,15389,15770.8,16346.9,16148.8,14921.3,16748.7,
Manufacturing and information,Maryland,Millions of current dollars,19944.4,20846.3,21275.7,21525.7,23520.6,24940.1,24275.1,27108.7,28200.4,28740.7,27607,31419.3,33726.3,36791.3,37021.2,34526.4,35329.6,33547.2,35277,38250.7,39273.3,38967.0,39395.6,39656.7,44856.4,
Private goods-producing industries 2/,Maryland,Millions of current dollars,22495.2,23331,24439.4,25275.9,27444.6,28115.5,27906.4,30759.2,31402.6,33153.3,34336.5,34189.8,34006.7,34098.8,34435.8,33703.7,36058.7,37558.3,39650.2,43545.6,46641.1,47915.8,50369.5,49871.9,52746.4,
Private services-providing industries 3/,Maryland,Millions of current dollars,104008,111966.4,119692.6,128630.1,138493.9,145885.1,154972.7,166126.5,179415.8,186794.7,191573.1,201156.5,202328,214376.8,222559.3,228852.4,233005.8,241248.2,253634.4,266152,273081.9,280342.7,285423.8,272279.8,298426.9,
